OverallQual,GrLivArea,GarageArea,TotalBsmtSF,FullBath,MasVnrArea,Fireplaces,BsmtFinSF1,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,property_age,year_since_remod,ExterQual,KitchenQual,BsmtQual,HeatingQC,BsmtExposure,BsmtFinType1,GarageFinish,PavedDrive,LotShape,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,CentralAir,Neighborhood,SalePrice_log
5,1034,240,735,1,0.0,0,0,60.0,0,299,39,0,67,57,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.59910316121128
5,1144,596,1144,1,0.0,0,739,68.0,44,0,0,0,54,54,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.76756768334381
5,894,600,894,1,0.0,0,777,60.0,215,0,0,0,37,37,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,11.719939634354555
5,1812,264,864,2,288.0,1,540,69.0,0,936,168,0,45,45,3.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,12.040608205802641
5,1077,338,961,1,0.0,0,0,60.0,0,0,0,0,87,57,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,11.112447898373103
7,1550,438,1092,2,100.0,0,812,65.0,0,438,168,0,3,2,4.0,4.0,4.0,5.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.392552212472792
8,1288,500,1260,1,0.0,2,786,38.0,120,0,30,1,12,12,4.0,5.0,4.0,5.0,1.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.411052226216713
7,1310,400,1310,2,0.0,1,24,65.0,0,0,0,0,1,1,4.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,12.01364014498549
5,672,240,672,1,0.0,0,0,60.0,168,0,0,0,68,11,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.589886506106357
8,2263,420,1141,2,650.0,1,0,93.0,144,1098,123,1,8,8,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,12.460714863903755
6,1572,373,806,2,0.0,1,0,65.0,0,766,40,1,12,11,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.031719258385396
4,1620,490,1281,2,0.0,1,1116,71.0,120,0,78,0,33,16,3.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.918390573078392
6,1639,240,1064,1,0.0,0,0,51.0,0,0,0,0,72,58,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.652687407345388
6,1680,308,840,2,0.0,0,0,63.0,0,840,0,0,93,32,3.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.083905011555967
7,2172,947,1063,2,350.0,1,0,109.0,192,1101,62,1,1,1,4.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,12.542544882151386
8,2078,836,1034,2,100.0,1,789,85.0,0,1028,102,1,1,0,4.0,5.0,5.0,5.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,12.73596533201339
5,1276,350,1276,1,0.0,0,0,68.0,0,0,0,0,51,51,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11.002099841204238
5,1056,572,1056,1,0.0,0,1056,100.0,264,0,0,0,51,51,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,11.884489021402711
7,1478,484,1470,2,432.0,1,578,73.5,0,0,144,1,1,1,5.0,4.0,5.0,5.0,3.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,12.310432660854417
5,1028,360,1008,1,0.0,1,0,56.0,0,0,0,0,83,60,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.652687407345388
7,2097,678,1080,2,0.0,1,50,59.0,196,1017,187,1,15,15,4.0,4.0,4.0,5.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.337100907936577
7,1340,396,1340,2,0.0,0,24,73.0,100,0,30,0,0,0,4.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,12.106992367829498
6,1400,440,672,1,203.0,1,209,74.0,0,728,0,1,28,28,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.915051671812877
6,2624,864,1370,2,0.0,1,1128,86.0,0,1254,0,1,89,57,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,12.384218830913648
5,1134,240,756,1,0.0,0,312,60.0,0,378,0,1,67,57,3.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,11.744037185933616
5,1056,304,1056,1,0.0,1,775,65.0,0,0,85,0,42,42,3.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.863582336583399
7,1344,784,1344,2,200.0,0,1309,78.0,0,0,0,0,11,10,3.0,3.0,4.0,5.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2,12.237086699059343
6,1602,529,1602,2,126.0,1,1246,80.0,240,0,0,0,32,9,4.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.2783933071098
5,988,520,988,1,0.0,0,0,100.0,0,0,0,0,54,54,3.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.635143097694478
8,2630,696,1470,2,473.0,1,986,80.0,0,1160,66,1,10,10,4.0,4.0,4.0,4.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.66032791780777
6,1196,297,1196,1,74.0,1,616,72.0,0,0,44,0,52,52,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.842229212112828
7,1389,240,651,1,0.0,2,0,60.0,0,682,0,1,63,17,3.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.813030057420567
7,1644,569,1518,2,145.0,1,1518,66.5,80,0,0,0,20,20,4.0,4.0,4.0,4.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.524526376648708
4,907,352,907,1,0.0,0,288,77.0,0,0,0,0,51,51,3.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.59917655301345
7,1208,628,1208,2,108.0,0,664,64.0,105,0,54,0,0,0,4.0,4.0,4.0,5.0,1.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,12.182804018590819
6,1412,576,1392,2,0.0,1,1005,130.0,0,0,0,0,21,21,3.0,4.0,4.0,3.0,2.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.072541252905651
6,987,264,483,1,232.0,0,387,21.0,0,504,0,1,37,37,3.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,11.355101379776661
6,1198,0,901,1,0.0,0,0,60.0,0,110,98,0,88,10,3.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,11.288531131754366
5,1365,440,765,1,376.0,0,471,24.0,240,600,36,1,36,36,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.715866308966918
6,1604,470,926,2,0.0,1,0,100.0,0,678,36,1,11,10,3.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.106252310247962
4,630,0,630,1,0.0,0,495,21.0,88,0,0,0,36,36,3.0,3.0,4.0,4.0,3.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.302204433654575
7,1661,550,799,2,0.0,1,385,43.0,158,834,61,1,13,13,4.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.26434155365415
6,1118,440,648,1,0.0,0,0,40.0,0,384,0,0,86,56,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.661345470088502
6,904,180,884,1,0.0,0,0,50.0,0,0,0,0,83,5,4.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.686878772093667
5,694,352,440,1,0.0,1,365,40.0,0,0,0,0,94,5,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,11.411446296020374
6,1196,528,684,1,0.0,0,0,67.0,0,512,46,0,89,9,3.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.608235644774552
10,2402,672,3094,2,200.0,2,1767,105.0,0,0,72,0,1,1,5.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,13.226723392728571
4,1440,0,1440,2,270.0,0,133,92.0,0,0,0,0,53,53,3.0,2.0,3.0,3.0,1.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,11.678439903447801
5,1573,360,1078,2,0.0,1,0,52.0,0,445,0,0,78,16,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,12.000891794590137
7,1258,648,1258,2,72.0,1,0,53.0,144,0,16,0,1,0,4.0,4.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,12.058152515453552
7,1908,493,915,2,0.0,1,642,70.0,144,975,133,1,14,13,4.0,4.0,4.0,5.0,1.0,6.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.254862809699606
6,1689,480,1436,1,0.0,1,0,73.0,0,0,0,0,53,53,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.755871643580617
6,1888,578,1517,2,0.0,1,247,137.0,0,0,0,1,44,8,4.0,4.0,3.0,5.0,1.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,12.154779351142624
7,1886,431,930,2,0.0,1,0,65.0,89,930,0,1,8,7,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.205572520488492
6,1376,198,780,2,0.0,1,0,50.0,0,596,0,0,69,56,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.691071650353702
3,1183,308,649,1,0.0,0,331,50.0,0,504,176,1,59,5,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.695247021764184
6,813,270,813,1,0.0,0,0,70.0,0,0,113,0,76,1,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.608235644774552
7,1533,576,1533,2,0.0,2,655,62.0,200,0,54,0,31,31,3.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.542544882151386
6,1756,422,872,2,42.0,0,742,85.0,144,868,122,1,11,10,4.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.225875272826354
8,1590,676,768,2,0.0,0,0,75.0,0,804,30,1,1,1,4.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.254862809699606
5,1728,560,1728,2,0.0,0,1606,63.0,0,0,0,0,30,30,3.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,12.144197241812087
7,1242,528,1242,1,320.0,1,916,80.0,0,0,0,1,34,34,3.0,3.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.075394321888057
5,1344,513,624,1,0.0,0,0,34.0,0,720,0,0,92,58,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,11.49272275765271
4,1663,529,1364,1,0.0,2,1116,80.0,224,0,137,0,54,14,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.4529327234617
8,1666,228,588,1,0.0,1,0,60.0,192,833,63,0,83,12,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.9891596439666
5,1203,352,709,1,161.0,1,185,52.0,0,224,0,0,59,59,3.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.608235644774552
8,1935,552,832,2,110.0,0,544,75.0,0,1103,150,1,0,0,4.0,3.0,4.0,5.0,1.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,12.481561937216318
7,1135,576,560,1,0.0,0,350,60.0,256,560,0,0,73,2,4.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.951180395901384
5,864,360,864,1,0.0,1,553,60.0,0,0,0,0,44,44,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.041048081342682
6,1660,240,715,1,0.0,1,326,74.0,0,811,0,1,74,13,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.147913731356642
5,1040,0,1040,2,136.0,0,616,60.0,0,0,0,0,31,31,3.0,3.0,4.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,11.728036844587175
7,1414,398,1375,2,18.0,1,0,43.0,144,0,20,0,2,2,4.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,12.093687514935382
7,1277,526,1277,1,0.0,1,778,85.0,0,0,0,0,37,37,3.0,3.0,3.0,3.0,4.0,6.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,12.025749091398891
5,1644,312,728,1,224.0,2,386,79.0,168,756,0,1,65,12,3.0,4.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.894780707439258
8,1634,866,1626,2,248.0,1,0,98.0,0,0,44,0,1,1,4.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.429216196844383
6,1710,506,832,2,120.0,0,426,76.0,144,878,70,1,15,15,4.0,4.0,4.0,5.0,1.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.138863895836725
8,1502,528,1488,1,0.0,0,368,61.5,0,0,54,1,25,25,4.0,4.0,4.0,3.0,3.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.26434155365415
7,1969,534,808,2,0.0,1,0,92.0,0,808,0,1,30,30,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.154779351142624
6,1072,525,547,1,80.0,0,459,35.0,0,0,28,0,3,3,3.0,3.0,4.0,5.0,4.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.904967552746252
8,1976,908,1976,2,304.0,1,1350,110.0,250,0,63,0,1,0,4.0,4.0,5.0,5.0,4.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,12.994530005894443
8,1652,499,1494,2,0.0,0,1196,41.0,96,0,48,0,7,7,4.0,5.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.43320821811392
5,970,624,970,1,0.0,0,630,80.0,0,0,24,0,44,44,3.0,3.0,3.0,3.0,1.0,6.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.794337924408413
6,1493,508,1478,2,215.0,1,994,75.0,140,0,39,0,11,10,3.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.249610947544657
